iter	Passed	Remaining
1660	230300	185654
1661	230466	185538
1662	230634	185423
1663	230796	185302
1664	230972	185193
1665	231158	185093
1666	231337	184987
1667	231545	184903
1668	231780	184841
1669	231977	184748
1670	232208	184682
1671	232424	184605
1672	232665	184547
1673	232892	184477
1674	233145	184428
1675	233402	184382
1676	233644	184323
1677	233965	184327
1678	234186	184252
1679	234523	184268
1680	234770	184212
1681	234965	184116
1682	235223	184069
1683	235435	183986
1684	235634	183892
1685	235849	183811
1686	236029	183703
1687	236207	183592
1688	236372	183472
1689	236511	183331
1690	236670	183205
1691	236843	183091
1692	236992	182958
1693	237161	182840
1694	237327	182720
1695	237472	182584
1696	237630	182458
1697	237799	182341
1698	237954	182212
1699	238089	182068
1700	238232	181930
1701	238395	181808
1702	238551	181679
1703	238700	181546
1704	238861	181422
1705	239021	181297
1706	239171	181164
1707	239317	181029
1708	239479	180905
1709	239617	180764
1710	239767	180631
1711	239944	180518
1712	240105	180394
1713	240254	180260
1714	240406	180129
1715	240578	180013
1716	240732	179883
1717	240894	179759
1718	241059	179637
1719	241217	179510
1720	241349	179364
1721	241507	179237
1722	241701	179136
1723	241845	178999
1724	241993	178864
1725	242162	178745
1726	242301	178604
1727	242442	178464
1728	242591	178331
1729	242769	178218
1730	242917	178083
1731	243079	177958
1732	243296	177874
1733	243501	177781
1734	243737	177710
1735	243968	177636
1736	244197	177560
1737	244449	177499
1738	244662	177412
1739	244884	177330
1740	245142	177274
1741	245368	177194
1742	245595	177115
1743	245803	177023
1744	246048	176957
1745	246244	176856
1746	246445	176758
1747	246726	176717
1748	246964	176645
1749	247189	176563
1750	247420	176486
1751	247666	176420
1752	247881	176330
1753	248086	176234
1754	248317	176156
1755	248517	176056
1756	248723	175960
1757	248967	175891
1758	249159	175785
1759	249349	175677
1760	249555	175581
1761	249746	175474
1762	249920	175355
1763	250079	175226
1764	250230	175090
1765	250384	174957
1766	250523	174813
1767	250671	174675
1768	250826	174543
1769	250965	174399
1770	251108	174258
1771	251263	174126
1772	251403	173982
1773	251540	173838
1774	251690	173702
1775	251835	173562
1776	251970	173415
1777	252091	173259
1778	252231	173116
1779	252371	172973
1780	252510	172830
1781	252658	172692
1782	252821	172565
1783	252955	172417
1784	253121	172292
1785	253262	172150
1786	253449	172039
1787	253619	171916
1788	253804	171804
1789	253976	171682
1790	254142	171556
1791	254322	171440
1792	254502	171324
1793	254684	171209
1794	254888	171108
1795	255065	170990
1796	255266	170888
1797	255437	170765
1798	255582	170625
1799	255732	170488
1800	255874	170346
1801	256038	170218
1802	256178	170075
1803	256311	169927
1804	256478	169801
1805	256682	169700
1806	256858	169580
1807	257020	169451
1808	257152	169302
1809	257304	169166
1810	257450	169027
1811	257598	168888
1812	257839	168811
1813	258279	168863
1814	258537	168797
1815	258724	168683
1816	258943	168591
1817	259260	168561
1818	259535	168505
1819	259752	168411
1820	259987	168328
1821	260191	168224
1822	260371	168106
1823	260562	167994
1824	260727	167865
1825	260901	167742
1826	261049	167603
1827	261237	167489
1828	261429	167378
1829	261571	167234
1830	261725	167098
1831	261894	166972
1832	262047	166835
1833	262231	166718
1834	262512	166663
1835	262781	166599
1836	263071	166549
1837	263325	166476
1838	263611	166423
1839	263821	166322
1840	263986	166192
1841	264142	166057
1842	264293	165918
1843	264430	165770
1844	264584	165634
1845	264735	165495
1846	264884	165355
1847	265024	165210
1848	265182	165075
1849	265352	164948
1850	265496	164805
1851	265644	164665
1852	265797	164527
1853	265950	164390
1854	266082	164239
1855	266241	164105
1856	266390	163965
1857	266535	163823
1858	266674	163676
1859	266834	163544
1860	266978	163400
1861	267119	163255
1862	267269	163116
1863	267405	162968
1864	267548	162824
1865	267678	162673
1866	267821	162529
1867	267961	162383
1868	268107	162241
1869	268273	162111
1870	268433	161978
1871	268577	161834
1872	268705	161682
1873	268854	161542
1874	268977	161386
1875	269113	161238
1876	269235	161082
1877	269393	160947
1878	269542	160807
1879	269678	160659
1880	269860	160539
1881	270034	160413
1882	270169	160265
1883	270324	160128
1884	270505	160007
1885	270656	159868
1886	270800	159725
1887	270958	159590
1888	271116	159454
1889	271361	159371
1890	271727	159357
1891	272012	159296
1892	272226	159194
1893	272419	159079
1894	272592	158952
1895	272795	158843
1896	272983	158724
1897	273155	158596
1898	273313	158461
1899	273479	158330
1900	273633	158192
1901	273803	158062
1902	273979	157937
1903	274150	157809
1904	274384	157717
1905	274584	157605
1906	274765	157482
1907	275070	157430
1908	275860	157655
1909	276208	157626
1910	276502	157567
1911	276793	157506
1912	277237	157530
1913	277507	157456
1914	278117	157575
1915	278854	157765
1916	279371	157829
1917	279866	157880
1918	280297	157895
1919	280552	157810
1920	280763	157701
1921	280971	157589
1922	281179	157478
1923	281504	157432
1924	281709	157318
1925	281991	157247
1926	282284	157182
1927	282541	157097
1928	282841	157036
1929	283045	156921
1930	283238	156800
1931	283515	156725
1932	283759	156632
1933	284019	156548
1934	284261	156453
1935	284551	156386
1936	284799	156294
1937	285064	156211
1938	285314	156121
1939	285583	156040
1940	285863	155965
1941	286421	156042
1942	287067	156165
1943	287288	156057
1944	287522	155956
1945	287759	155857
1946	287953	155734
1947	288164	155620
1948	288368	155503
1949	288564	155380
1950	288754	155255
1951	288966	155141
1952	289140	155007
1953	289320	154876
1954	289507	154749
1955	289672	154610
1956	289951	154531
1957	290183	154428
1958	290429	154332
1959	290664	154230
1960	290919	154138
1961	291236	154079
1962	291916	154211
1963	293319	154724
1964	293821	154760
1965	294883	155091
1966	295592	155234
1967	296516	155490
1968	297232	155635
1969	297636	155616
1970	297893	155521
1971	298121	155410
1972	298354	155301
1973	298617	155208
1974	298860	155104
1975	299090	154994
1976	299288	154866
1977	299477	154735
1978	299679	154609
1979	299863	154475
1980	300044	154338
1981	300215	154197
1982	300433	154080
1983	300669	153971
1984	300866	153843
1985	301124	153746
1986	301400	153657
1987	301680	153571
1988	301947	153478
1989	302138	153346
1990	302332	153216
1991	302495	153070
1992	302659	152924
1993	302809	152771
1994	302944	152610
1995	303081	152452
1996	303214	152290
1997	303350	152130
1998	303487	151971
1999	303625	151812
2000	303768	151656
2001	303906	151498
2002	304039	151336
2003	304163	151171
2004	304294	151008
2005	304427	150848
2006	304564	150688
2007	304690	150524
2008	304823	150363
2009	304946	150197
2010	305066	150030
2011	305175	149857
2012	305291	149688
2013	305420	149525
2014	305543	149359
2015	305669	149196
2016	305810	149038
2017	305935	148874
2018	306066	148712
2019	306192	148549
2020	306327	148389
2021	306463	148230
2022	306595	148068
2023	306715	147902
2024	306830	147733
2025	306945	147564
2026	307067	147398
2027	307189	147232
2028	307323	147073
2029	307468	146918
2030	307596	146755
2031	307741	146601
2032	307868	146438
2033	307989	146272
2034	308123	146112
2035	308261	145954
2036	308378	145787
2037	308552	145646
2038	308698	145492
2039	308837	145335
2040	308980	145179
2041	309132	145028
2042	309295	144882
2043	309462	144738
2044	309640	144599
2045	309828	144465
2046	309985	144316
2047	310154	144173
2048	310331	144033
2049	310493	143887
2050	310650	143738
2051	310806	143589
2052	310953	143435
2053	311097	143280
2054	311264	143136
2055	311398	142976
2056	311532	142817
2057	311674	142661
2058	311819	142507
2059	311955	142348
2060	312095	142192
2061	312234	142034
2062	312373	141878
2063	312519	141723
2064	312665	141570
2065	312814	141417
2066	312989	141276
2067	313141	141125
2068	313285	140970
2069	313440	140820
2070	313608	140677
2071	313795	140541
2072	313981	140405
2073	314149	140261
2074	314305	140111
2075	314457	139960
2076	314611	139810
2077	314773	139663
2078	314944	139520
2079	315109	139375
2080	315259	139223
2081	315439	139084
2082	315600	138936
2083	315798	138805
2084	315962	138659
2085	316117	138509
2086	316279	138362
2087	316459	138223
2088	316641	138085
2089	316872	137968
2090	317093	137846
2091	317312	137724
2092	317519	137596
2093	317717	137465
2094	317913	137332
2095	318083	137188
2096	318262	137048
2097	318449	136912
2098	318646	136779
2099	318858	136653
2100	319046	136517
2101	319260	136392
2102	319474	136266
2103	319680	136137
2104	319910	136018
2105	320124	135893
2106	320335	135766
2107	320530	135632
2108	320734	135502
2109	320977	135388
2110	321201	135266
2111	321428	135145
2112	321634	135016
2113	321869	134898
2114	322082	134772
2115	322311	134651
2116	322525	134525
2117	322736	134397
2118	322950	134270
2119	323152	134138
2120	323356	134007
2121	323555	133874
2122	323746	133737
2123	323946	133604
2124	324156	133476
2125	324357	133343
2126	324565	133213
2127	324744	133072
2128	324933	132934
2129	325116	132793
2130	325311	132658
2131	325503	132521
2132	325684	132380
2133	325861	132237
2134	326048	132099
2135	326227	131957
2136	326424	131822
2137	326625	131689
2138	326810	131549
2139	327001	131411
2140	327169	131265
2141	327344	131121
2142	327543	130986
2143	327728	130846
2144	327920	130709
2145	328108	130570
2146	328307	130435
2147	328497	130297
2148	328673	130154
2149	328872	130019
2150	329062	129880
2151	329240	129738
2152	329423	129596
2153	329606	129455
2154	329815	129324
2155	329995	129181
2156	330193	129046
2157	330388	128909
2158	330557	128762
2159	330745	128623
2160	330957	128493
2161	331157	128358
2162	331339	128216
2163	331554	128086
2164	331742	127946
2165	331929	127806
2166	332115	127665
2167	332290	127521
2168	332481	127382
2169	332685	127248
2170	332886	127113
2171	333064	126969
2172	333253	126829
2173	333448	126691
2174	333636	126551
2175	333824	126411
2176	334001	126266
2177	334190	126126
2178	334374	125985
2179	334565	125845
2180	334740	125700
2181	334929	125560
2182	335254	125470
2183	335582	125382
2184	335834	125265
2185	336162	125176
2186	336416	125060
2187	336709	124957
2188	336989	124850
2189	337415	124797
2190	337917	124772
2191	338201	124665
2192	338425	124536
2193	338717	124433
2194	339023	124334
2195	339337	124238
2196	339589	124119
2197	339852	124004
2198	340262	123942
2199	340593	123852
2200	340870	123741
2201	341149	123631
2202	341433	123523
2203	341794	123442
2204	342067	123330
2205	342294	123201
2206	342544	123080
2207	342839	122974
2208	343048	122839
2209	343273	122708
2210	343502	122579
2211	343730	122450
2212	343979	122327
2213	344223	122204
2214	344467	122079
2215	344685	121946
2216	344914	121816
2217	345122	121679
2218	345413	121571
2219	345636	121439
2220	345863	121308
2221	346103	121182
2222	346338	121054
2223	346582	120929
2224	346811	120799
2225	347030	120665
2226	347254	120533
2227	347468	120397
2228	347695	120266
2229	347915	120132
2230	348121	119993
2231	348365	119867
2232	348584	119733
2233	348804	119599
2234	349002	119457
2235	349201	119315
2236	349444	119189
2237	349653	119050
2238	349967	118948
2239	350228	118827
2240	350456	118695
2241	350677	118560
2242	350895	118425
2243	351110	118288
2244	351325	118151
2245	351545	118016
2246	351747	117875
2247	351949	117734
2248	352131	117585
2249	352305	117435
2250	352497	117290
2251	352677	117141
2252	352847	116989
2253	353017	116837
2254	353183	116683
2255	353374	116538
2256	353542	116385
2257	353715	116234
2258	353910	116090
2259	354098	115943
2260	354286	115797
2261	354470	115649
2262	354660	115503
2263	354836	115353
2264	355030	115208
2265	355220	115062
2266	355449	114929
2267	355656	114788
2268	355860	114647
2269	356049	114500
2270	356240	114354
2271	356422	114205
2272	356607	114057
2273	356786	113908
2274	356959	113756
2275	357155	113611
2276	357352	113467
2277	357535	113319
2278	357718	113170
2279	357904	113022
2280	358080	112871
2281	358269	112724
2282	358464	112579
2283	358676	112439
2284	358852	112288
2285	359038	112140
2286	359231	111994
2287	359425	111849
2288	359656	111715
2289	359867	111574
2290	360085	111436
2291	360298	111296
2292	360480	111146
2293	360673	111000
2294	360857	110851
2295	361051	110705
2296	361240	110558
2297	361457	110419
2298	361671	110279
2299	361900	110143
2300	362100	109999
2301	362307	109856
2302	362505	109711
2303	362694	109563
2304	362883	109416
2305	363099	109276
2306	363310	109134
2307	363510	108990
2308	363729	108851
2309	364031	108736
2310	364379	108635
2311	364658	108514
2312	364962	108400
2313	365233	108275
2314	365736	108220
2315	366035	108103
2316	366348	107991
2317	366599	107860
2318	366827	107722
2319	367118	107603
2320	367389	107478
2321	367657	107352
2322	367937	107229
2323	368187	107097
2324	368407	106957
2325	368632	106817
2326	368997	106719
2327	369333	106611
2328	369619	106489
2329	369916	106370
2330	370200	106247
2331	370456	106117
2332	370686	105978
2333	370921	105841
2334	371155	105703
2335	371399	105569
2336	371638	105432
2337	371874	105295
2338	372123	105161
2339	372368	105027
2340	372613	104892
2341	372912	104772
2342	373266	104667
2343	373599	104556
2344	373910	104439
2345	374225	104323
2346	374471	104188
2347	374724	104054
2348	374957	103915
2349	375235	103788
2350	375482	103653
2351	375857	103552
2352	376225	103450
2353	376581	103343
2354	376868	103218
2355	377120	103083
2356	377353	102943
2357	377604	102808
2358	377793	102656
2359	378024	102515
2360	378244	102371
2361	378439	102220
2362	378622	102066
2363	378824	101917
2364	379015	101765
2365	379206	101613
2366	379392	101459
2367	379628	101319
2368	379862	101179
2369	380084	101035
2370	380304	100890
2371	380477	100733
2372	380659	100578
2373	380892	100437
2374	381111	100292
2375	381331	100147
2376	381515	99993
2377	381748	99851
2378	382013	99718
2379	382191	99562
2380	382441	99425
2381	382685	99286
2382	382913	99142
2383	383153	99002
2384	383377	98858
2385	383601	98713
2386	383809	98565
2387	384026	98418
2388	384227	98268
2389	384423	98116
2390	384683	97980
2391	384893	97832
2392	385105	97684
2393	385305	97533
2394	385481	97376
2395	385673	97223
2396	385893	97077
2397	386082	96923
2398	386275	96770
2399	386469	96617
2400	386679	96468
2401	386893	96320
2402	387143	96181
2403	387368	96036
2404	387571	95885
2405	387787	95738
2406	388059	95604
2407	388276	95456
2408	388461	95301
2409	388662	95149
2410	388857	94996
2411	389059	94845
2412	389366	94719
2413	389565	94567
2414	389767	94415
2415	389959	94261
2416	390141	94105
2417	390385	93963
2418	390570	93808
2419	390808	93664
2420	390990	93508
2421	391167	93350
2422	391368	93198
2423	391552	93042
2424	391808	92902
2425	392017	92752
2426	392189	92593
2427	392382	92439
2428	392570	92284
2429	392789	92135
2430	393005	91986
2431	393193	91831
2432	393385	91676
2433	393580	91522
2434	393793	91373
2435	393997	91221
2436	394225	91074
2437	394405	90917
2438	394594	90761
2439	394793	90608
2440	394997	90456
2441	395186	90300
2442	395390	90148
2443	395564	89989
2444	395756	89834
2445	395985	89687
2446	396178	89532
2447	396358	89374
2448	396540	89217
2449	396742	89064
2450	396967	88916
2451	397154	88760
2452	397347	88605
2453	397531	88448
2454	397718	88291
2455	397920	88138
2456	398106	87981
2457	398285	87823
2458	398489	87671
2459	398675	87514
2460	398871	87359
2461	399066	87204
2462	399255	87048
2463	399487	86901
2464	399659	86741
2465	399868	86589
2466	400059	86433
2467	400229	86273
2468	400419	86116
2469	400607	85960
2470	400787	85801
2471	400977	85645
2472	401162	85488
2473	401347	85330
2474	401528	85172
2475	401703	85013
2476	401896	84857
2477	402080	84699
2478	402261	84541
2479	402435	84381
2480	402618	84223
2481	402802	84065
2482	402978	83906
2483	403152	83746
2484	403331	83587
2485	403524	83431
2486	403697	83271
2487	403874	83112
2488	404071	82957
2489	404239	82795
2490	404449	82643
2491	404658	82490
2492	404848	82333
2493	405044	82178
2494	405247	82024
2495	405460	81871
2496	405680	81721
2497	405894	81568
2498	406125	81420
2499	406345	81269
2500	406537	81112
2501	406731	80956
2502	406918	80798
2503	407122	80644
2504	407327	80489
2505	407508	80330
2506	407700	80174
2507	407906	80019
2508	408105	79864
2509	408304	79708
2510	408489	79550
2511	408678	79392
2512	408883	79238
2513	409095	79085
2514	409290	78928
2515	409483	78771
2516	409679	78615
2517	409862	78456
2518	410041	78296
2519	410207	78134
2520	410384	77974
2521	410583	77818
2522	410746	77656
2523	410950	77500
2524	411139	77343
2525	411341	77187
2526	411524	77028
2527	411714	76870
2528	411912	76714
2529	412127	76561
2530	412299	76400
2531	412520	76247
2532	412685	76085
2533	412891	75930
2534	413075	75771
2535	413271	75614
2536	413446	75453
2537	413654	75298
2538	413855	75142
2539	414057	74986
2540	414228	74825
2541	414419	74667
2542	414601	74507
2543	414807	74352
2544	415010	74196
2545	415242	74045
2546	415436	73888
2547	415637	73731
2548	415842	73575
2549	416042	73419
2550	416226	73259
2551	416419	73101
2552	416583	72938
2553	416760	72778
2554	416923	72614
2555	417097	72453
2556	417289	72295
2557	417478	72136
2558	417661	71976
2559	417831	71814
2560	418009	71654
2561	418202	71496
2562	418376	71334
2563	418550	71173
2564	418721	71011
2565	418890	70848
2566	419078	70689
2567	419259	70529
2568	419459	70372
2569	419656	70214
2570	419832	70053
2571	420019	69894
2572	420219	69737
2573	420423	69580
2574	420631	69424
2575	420836	69268
2576	421028	69109
2577	421201	68947
2578	421403	68790
2579	421583	68629
2580	421792	68473
2581	421987	68315
2582	422168	68154
2583	422338	67992
2584	422522	67832
2585	422701	67671
2586	422884	67511
2587	423070	67351
2588	423257	67191
2589	423435	67030
2590	423623	66870
2591	423797	66708
2592	423981	66548
2593	424179	66390
2594	424364	66230
2595	424570	66073
2596	424765	65914
2597	424952	65754
2598	425155	65597
2599	425339	65436
2600	425515	65275
2601	425736	65120
2602	426035	64977
2603	426306	64829
2604	426427	64659
2605	426516	64484
2606	426635	64314
2607	426823	64154
2608	427046	63999
2609	427372	63860
2610	427705	63721
2611	427938	63568
2612	428191	63417
2613	428416	63262
2614	428641	63107
2615	428878	62954
2616	429085	62797
2617	429265	62635
2618	429446	62473
2619	429672	62318
2620	429863	62158
2621	430057	61999
2622	430238	61837
2623	430451	61680
2624	430660	61522
2625	430840	61361
2626	431025	61200
2627	431404	61066
2628	431713	60922
2629	431945	60768
2630	432175	60612
2631	432419	60459
2632	432605	60298
2633	432866	60147
2634	433055	59986
2635	433236	59824
2636	433425	59663
2637	433641	59506
2638	433844	59347
2639	434043	59187
2640	434224	59025
2641	434429	58866
2642	434637	58708
2643	434816	58545
2644	435027	58387
2645	435238	58229
2646	435443	58070
2647	435682	57915
2648	435921	57760
2649	436168	57607
2650	436382	57449
2651	436588	57289
2652	436768	57127
2653	436949	56964
2654	437139	56803
2655	437345	56644
2656	437543	56483
2657	437717	56320
2658	437909	56159
2659	438089	55996
2660	438277	55834
2661	438478	55674
2662	438669	55513
2663	438865	55352
2664	439031	55187
2665	439214	55025
2666	439388	54861
2667	439571	54699
2668	439749	54536
2669	439942	54374
2670	440130	54212
2671	440329	54052
2672	440514	53890
2673	440686	53726
2674	440872	53563
2675	441058	53401
2676	441356	53252
2677	441693	53108
2678	442087	52971
2679	442466	52831
