iter	Logloss
286	0.3001580402
287	0.3001504013
288	0.3001318099
289	0.3001237357
290	0.3001078124
291	0.300097201
292	0.3000862021
293	0.300077953
294	0.300069594
295	0.3000544452
296	0.300044465
297	0.3000332699
298	0.3000225363
299	0.3000164274
300	0.3000080338
301	0.2999961562
302	0.2999858704
303	0.2999753544
304	0.2999667448
305	0.2999588719
306	0.2999505801
307	0.2999201473
308	0.2999096361
309	0.2999003794
310	0.2998740657
311	0.2998677278
312	0.2998448717
313	0.2998357549
314	0.2998279913
315	0.2998076541
316	0.299783022
317	0.2997748954
318	0.2997692601
319	0.2997571759
320	0.2997447864
321	0.299734582
322	0.2997268963
323	0.2997179225
324	0.299705263
325	0.2996795217
326	0.2996717781
327	0.2996627076
328	0.2996555509
329	0.2996468416
330	0.299636333
331	0.299629464
332	0.2996123859
333	0.2996053369
334	0.299596684
335	0.2995881974
336	0.2995794462
337	0.2995595429
338	0.2995538624
339	0.2995470899
340	0.2995363666
341	0.2995273024
342	0.2995199371
343	0.2995076706
344	0.2994972697
345	0.2994900401
346	0.2994836335
347	0.2994628151
348	0.2994553683
349	0.2994488236
350	0.2994396562
351	0.2994302987
352	0.2994246081
353	0.2994184204
354	0.2994013867
355	0.2993944234
356	0.2993855955
357	0.2993754386
358	0.2993673484
359	0.2993599631
360	0.2993520423
361	0.2993439996
362	0.2993324954
363	0.2993224185
364	0.2993171431
365	0.2993052309
366	0.299293791
367	0.2992857183
368	0.2992799176
369	0.2992728576
370	0.2992629337
371	0.2992457005
372	0.2992363278
373	0.2992203156
374	0.2992124456
375	0.2992052437
376	0.29919801
377	0.2991924008
378	0.2991811835
379	0.2991740564
380	0.2991683974
381	0.2991483033
382	0.2991387832
383	0.2991203822
384	0.299113574
385	0.2990988663
386	0.2990857156
387	0.2990798312
388	0.2990704576
389	0.2990639594
390	0.2990429069
391	0.2990353438
392	0.299028619
393	0.2990213
394	0.2990145812
395	0.2990094413
396	0.2990027845
397	0.298996644
398	0.2989889729
399	0.2989797223
400	0.2989751927
401	0.2989590861
402	0.2989520263
403	0.298946212
404	0.2989299913
405	0.2989239189
406	0.2989122855
407	0.2989062569
408	0.2988970567
409	0.2988903642
410	0.2988817134
411	0.2988748921
412	0.2988664793
413	0.298860844
414	0.2988511321
415	0.2988395533
416	0.2988328159
417	0.2988183347
418	0.2988093341
419	0.2987961862
420	0.2987892465
421	0.2987813199
422	0.2987734651
423	0.2987658709
424	0.2987559751
425	0.2987427985
426	0.2987377216
427	0.2987315584
428	0.2987264629
429	0.2987196269
430	0.2987152116
431	0.2987069433
432	0.298700836
433	0.2986852225
434	0.2986643177
435	0.2986566474
436	0.298648176
437	0.2986426423
438	0.2986361911
439	0.2986254508
440	0.2986200214
441	0.2986073539
442	0.2985911715
443	0.2985789566
444	0.2985639822
445	0.2985568064
446	0.2985514196
447	0.2985459073
448	0.2985407652
449	0.2985354428
450	0.2985298974
451	0.2985224657
452	0.298513306
453	0.2985075453
454	0.2985008226
455	0.2984935235
456	0.2984861326
457	0.2984800167
458	0.2984722808
459	0.2984655001
460	0.2984571456
461	0.2984457303
462	0.2984388358
463	0.2984342432
464	0.2984290342
465	0.2984215876
466	0.2984143045
467	0.2984010308
468	0.2983948757
469	0.2983888919
470	0.2983850918
471	0.2983794182
472	0.2983727986
473	0.2983655067
474	0.2983603939
475	0.2983531032
476	0.2983433946
477	0.2983339301
478	0.298329172
479	0.2983223848
480	0.2983093025
481	0.2983017876
482	0.2982972305
483	0.2982934439
484	0.2982847667
485	0.2982704884
486	0.2982656052
487	0.298250859
488	0.2982433323
489	0.2982283782
490	0.2982210849
491	0.2982157719
492	0.2982110367
493	0.2982043504
494	0.2981897464
495	0.2981836732
496	0.2981775003
497	0.2981667601
498	0.2981601606
499	0.2981472911
500	0.2981320052
501	0.298122019
502	0.2981133104
503	0.2981095386
504	0.2980997003
505	0.2980948809
506	0.2980899213
507	0.2980840776
508	0.2980776779
509	0.2980687498
510	0.2980629025
511	0.2980507324
512	0.2980468278
513	0.2980399255
514	0.298025867
515	0.298020536
516	0.2980141667
517	0.2980100198
518	0.2980045708
519	0.2979942056
520	0.2979892236
521	0.2979835426
522	0.2979770864
523	0.2979672169
524	0.2979614452
525	0.2979565969
526	0.2979466023
527	0.2979409989
528	0.2979364403
529	0.2979283978
530	0.2979230483
531	0.2979181277
532	0.2979135272
533	0.2979085484
534	0.2979004182
535	0.2978949079
536	0.297891781
537	0.2978863635
538	0.297879193
539	0.2978715592
540	0.2978640499
541	0.2978577832
542	0.2978494821
543	0.2978443577
544	0.2978382456
545	0.2978283593
546	0.2978227798
547	0.2978159435
548	0.2978067612
549	0.2978024679
550	0.2977957557
551	0.2977897152
552	0.2977846072
553	0.2977797911
554	0.2977729223
555	0.2977683906
556	0.2977634345
557	0.2977565407
558	0.29775084
559	0.2977454025
560	0.2977410217
561	0.2977281161
562	0.2977226755
563	0.2977168746
564	0.2977131517
565	0.2977083039
566	0.2977022441
567	0.2976948724
568	0.2976821436
569	0.2976777418
570	0.297666062
571	0.2976597529
572	0.2976471169
573	0.2976360293
574	0.2976294374
575	0.2976257435
576	0.2976180333
577	0.2976122996
578	0.2976078579
579	0.2976007963
580	0.2975951038
581	0.2975891667
582	0.2975854563
583	0.2975793719
584	0.2975751618
585	0.2975706919
586	0.2975655153
587	0.2975615878
588	0.2975560598
589	0.2975518946
590	0.2975469626
591	0.297539643
592	0.2975292106
593	0.2975238137
594	0.2975182151
595	0.2975122038
596	0.2975079245
597	0.2974994319
598	0.2974915931
599	0.2974874854
600	0.2974789597
601	0.2974674472
602	0.2974631309
603	0.2974566543
604	0.2974501961
605	0.2974464443
606	0.2974338935
607	0.2974297717
608	0.297423771
609	0.2974170264
610	0.2974112918
611	0.2974070572
612	0.2974014847
613	0.2973925599
614	0.2973880713
615	0.2973835872
616	0.2973779355
617	0.2973732947
618	0.2973650976
619	0.2973535517
620	0.297348342
621	0.2973428357
622	0.2973372536
623	0.2973327908
624	0.2973193741
625	0.2973130483
626	0.2973080721
627	0.2973039238
628	0.2972941061
629	0.2972869246
630	0.297282172
631	0.2972776738
632	0.2972704534
633	0.2972662108
634	0.2972596677
635	0.2972557026
636	0.2972497512
637	0.297238454
638	0.2972334553
639	0.297229331
640	0.2972230126
641	0.2972167885
642	0.297206346
643	0.2972008545
644	0.2971932247
645	0.2971851849
646	0.2971798156
647	0.2971675157
648	0.2971643673
649	0.2971592427
650	0.297153847
651	0.2971481987
652	0.2971424397
653	0.2971392738
654	0.2971350124
655	0.2971308158
656	0.2971230731
657	0.297118309
658	0.2971116693
659	0.2971060958
660	0.2970990701
661	0.2970947936
662	0.2970908934
663	0.2970847693
664	0.2970800964
665	0.2970768809
666	0.297070597
667	0.2970649104
668	0.2970603601
669	0.2970515508
670	0.2970465874
671	0.2970413732
672	0.2970370727
673	0.2970322838
674	0.2970228485
675	0.2970182696
676	0.2970096037
677	0.2969986661
678	0.2969949221
679	0.2969903916
680	0.2969864348
681	0.29698237
682	0.2969726589
683	0.2969636202
684	0.2969606331
685	0.2969539115
686	0.2969502276
687	0.2969448345
688	0.2969408343
689	0.2969342587
690	0.2969260871
691	0.2969220518
692	0.296918308
693	0.2969134815
694	0.2969091097
695	0.2969019984
696	0.2968944981
697	0.2968892447
698	0.2968813704
699	0.2968772968
700	0.2968680168
701	0.2968636685
702	0.2968582016
703	0.2968545221
704	0.2968494425
705	0.2968401343
706	0.2968319398
707	0.2968266304
708	0.2968201334
709	0.2968162281
710	0.2968112122
711	0.2968064804
712	0.2968001369
713	0.2967972637
714	0.2967880496
715	0.2967838845
716	0.2967786807
717	0.2967747528
718	0.2967686014
719	0.2967628018
720	0.2967584099
721	0.2967518035
722	0.2967434241
723	0.2967388606
724	0.2967337509
725	0.296726966
726	0.2967213662
727	0.2967170829
728	0.2967121997
729	0.2967069769
730	0.2967020504
731	0.2966981299
732	0.2966934896
733	0.2966885802
734	0.2966813857
735	0.2966769628
736	0.2966721273
737	0.2966668475
738	0.2966618425
739	0.296657594
740	0.2966526273
741	0.2966487355
742	0.2966435749
743	0.2966402215
744	0.2966359004
745	0.2966325834
746	0.296628441
747	0.2966241968
748	0.2966201268
749	0.2966168725
750	0.2966119981
751	0.2966085416
752	0.2966046131
753	0.2965996356
754	0.2965949441
755	0.2965846781
756	0.2965796237
757	0.2965761604
758	0.2965717601
759	0.2965639511
760	0.2965603517
761	0.296556337
762	0.2965488074
763	0.2965449799
764	0.2965400678
765	0.2965336908
766	0.2965289171
767	0.2965237892
768	0.2965190216
769	0.2965146853
770	0.2965101828
771	0.2965060504
772	0.2964990676
773	0.2964943282
774	0.2964902894
775	0.2964852172
776	0.2964800717
777	0.2964720436
778	0.2964676146
779	0.2964640873
780	0.2964540857
781	0.2964510106
782	0.2964469654
783	0.2964432917
784	0.2964401733
785	0.2964369434
786	0.2964335752
787	0.2964307126
788	0.2964264598
789	0.2964200835
790	0.296410424
791	0.2964058705
792	0.2964006566
793	0.2963967637
794	0.2963914694
795	0.2963882463
796	0.2963848709
797	0.2963787921
798	0.2963762206
799	0.2963691928
800	0.296364374
801	0.2963575254
802	0.2963522249
803	0.296347097
804	0.2963446297
805	0.2963391495
806	0.2963318361
807	0.2963278714
808	0.2963244435
809	0.2963201053
810	0.296315339
811	0.2963106467
812	0.2963061146
813	0.2963014043
814	0.29629807
815	0.2962890552
816	0.2962846009
817	0.2962785634
818	0.2962733723
819	0.2962667447
820	0.2962604388
821	0.2962539985
822	0.2962449035
823	0.296238751
824	0.2962339847
825	0.296227111
826	0.296223739
827	0.2962173162
828	0.2962107748
829	0.2962066004
830	0.2962007188
831	0.2961972155
832	0.2961912906
833	0.2961842727
834	0.2961790435
835	0.296170368
836	0.2961635168
837	0.2961583365
838	0.2961545277
839	0.2961491579
840	0.2961423662
841	0.2961385206
842	0.2961313056
843	0.2961272927
844	0.2961211446
845	0.2961171132
846	0.2961131832
847	0.2961087606
848	0.2961044759
849	0.2961003507
850	0.296096761
851	0.2960923943
852	0.2960884989
853	0.2960840937
854	0.2960779186
855	0.2960743757
856	0.2960634751
857	0.2960595137
858	0.2960497229
859	0.2960434446
860	0.296038586
861	0.2960341243
862	0.2960287182
863	0.2960243116
864	0.2960199539
865	0.2960167208
866	0.296009405
867	0.2960026399
868	0.2959971629
869	0.2959911393
870	0.2959868218
871	0.2959793765
872	0.2959743118
873	0.2959718954
874	0.2959690573
875	0.2959650652
876	0.2959604694
877	0.2959538033
878	0.295949785
879	0.2959459147
880	0.2959427937
881	0.2959384403
882	0.2959349273
883	0.2959315027
884	0.2959282829
885	0.2959255502
886	0.2959204986
887	0.295916834
888	0.2959074575
889	0.2959025378
890	0.2958966494
891	0.2958933477
892	0.2958877705
893	0.2958827387
894	0.2958756424
895	0.295870748
896	0.2958668217
897	0.2958634755
898	0.2958592968
899	0.2958556958
900	0.2958529284
901	0.2958486226
902	0.2958455326
903	0.2958407847
904	0.2958358069
905	0.2958320894
906	0.2958281209
907	0.2958222844
908	0.2958171877
909	0.2958117802
910	0.2958053356
911	0.295801548
912	0.2957978069
913	0.2957913956
914	0.2957814362
915	0.2957775899
916	0.2957745421
917	0.2957691699
918	0.2957588204
919	0.2957545918
920	0.2957504668
921	0.2957476647
922	0.2957436749
923	0.2957372815
924	0.295732888
925	0.2957292289
926	0.2957213605
927	0.2957163049
928	0.2957103863
929	0.2957048564
930	0.2956994412
931	0.2956957575
932	0.2956922646
933	0.2956876213
934	0.2956847174
935	0.2956811713
936	0.2956782844
937	0.2956748918
938	0.2956691994
939	0.2956657176
940	0.2956610803
941	0.2956559557
942	0.2956529817
943	0.2956495799
944	0.2956459725
945	0.2956424618
946	0.2956376391
947	0.295633077
948	0.2956293978
949	0.2956240607
950	0.2956202783
951	0.2956160532
952	0.2956110632
953	0.2956077955
954	0.2956052359
955	0.2956011303
956	0.2955981227
957	0.2955940551
958	0.2955902114
959	0.2955869942
960	0.2955825896
961	0.2955791036
962	0.2955752206
963	0.29557114
964	0.2955670462
965	0.2955599995
966	0.2955539266
967	0.2955496041
968	0.2955448464
969	0.2955400512
970	0.2955359874
971	0.2955327454
972	0.295530219
973	0.2955247623
974	0.2955196989
975	0.295516073
976	0.2955109636
977	0.295506509
978	0.2955036588
979	0.295499242
980	0.295495545
981	0.2954922352
982	0.2954880079
983	0.2954832857
984	0.2954796558
985	0.295475118
986	0.2954707351
987	0.2954674344
988	0.2954619039
989	0.2954579947
990	0.2954526336
991	0.2954481431
992	0.2954433095
993	0.2954407048
994	0.2954367624
995	0.2954329001
996	0.2954278113
997	0.2954213458
998	0.2954179106
999	0.2954137292
1000	0.2954104914
1001	0.2954068878
1002	0.2954015406
1003	0.2953917078
1004	0.2953884739
1005	0.2953838447
1006	0.2953795539
1007	0.2953761106
1008	0.29537078
1009	0.2953673572
1010	0.295363115
1011	0.2953554532
1012	0.295352545
1013	0.295347452
1014	0.295343438
1015	0.2953397414
1016	0.2953352757
1017	0.2953321406
1018	0.2953285468
1019	0.2953236076
1020	0.2953206172
1021	0.295313735
1022	0.2953105279
1023	0.295303829
1024	0.2953007819
1025	0.2952978731
1026	0.295291909
1027	0.2952864146
1028	0.2952828398
1029	0.2952775518
1030	0.2952745563
1031	0.2952696527
1032	0.2952648537
1033	0.295261998
1034	0.2952580156
1035	0.2952555007
1036	0.2952521997
1037	0.2952483211
1038	0.2952447634
1039	0.2952409936
1040	0.2952356318
1041	0.295228491
1042	0.295223895
1043	0.295218948
1044	0.2952149088
1045	0.2952066628
1046	0.2951999224
1047	0.2951941528
1048	0.2951904037
1049	0.295185825
1050	0.2951822116
1051	0.2951787125
1052	0.2951750768
1053	0.295170499
1054	0.2951655004
1055	0.2951616324
1056	0.2951545793
1057	0.2951496568
1058	0.2951459721
1059	0.2951424597
1060	0.2951380597
1061	0.2951357068
1062	0.2951324485
1063	0.2951284935
1064	0.2951244574
1065	0.295120821
1066	0.2951172045
1067	0.2951141006
1068	0.2951098783
1069	0.2951070906
1070	0.2951036822
1071	0.2951005514
1072	0.2950963314
1073	0.2950912594
1074	0.295089108
1075	0.295085936
1076	0.2950804282
1077	0.2950761207
1078	0.2950726753
1079	0.2950694914
1080	0.2950661677
1081	0.2950621776
1082	0.2950585438
1083	0.2950552954
1084	0.2950520491
1085	0.2950460322
1086	0.295043453
1087	0.2950404318
1088	0.2950343386
1089	0.2950307806
1090	0.2950276521
1091	0.2950232335
1092	0.295017865
1093	0.2950151659
1094	0.2950105861
1095	0.2950066452
1096	0.295001597
1097	0.2949982418
1098	0.2949959781
1099	0.2949925595
1100	0.2949876081
1101	0.2949846793
1102	0.2949805891
1103	0.2949749128
1104	0.2949715236
1105	0.2949684281
1106	0.2949639819
1107	0.2949610033
1108	0.2949575177
1109	0.294955112
1110	0.2949512516
1111	0.2949479012
1112	0.2949444137
1113	0.2949411393
1114	0.294935106
1115	0.2949303726
1116	0.2949249818
1117	0.2949201589
1118	0.2949170628
1119	0.2949109159
1120	0.2949081791
1121	0.2949032565
1122	0.2948999151
1123	0.294895062
1124	0.2948908076
1125	0.2948876076
1126	0.2948833511
1127	0.294880598
1128	0.2948766846
1129	0.2948705583
1130	0.2948605119
1131	0.2948553248
1132	0.2948523963
1133	0.294849451
1134	0.2948461477
1135	0.2948428508
1136	0.2948396455
1137	0.2948349634
1138	0.2948318916
1139	0.2948288191
1140	0.2948254808
1141	0.2948221778
1142	0.294818574
1143	0.2948147159
1144	0.2948109624
1145	0.294807505
1146	0.2948045215
1147	0.2948006287
1148	0.2947972936
1149	0.2947938052
1150	0.2947898837
1151	0.2947863029
1152	0.2947829581
1153	0.2947801912
1154	0.2947757999
1155	0.2947728734
1156	0.294765919
1157	0.2947629289
1158	0.2947587672
1159	0.2947542596
1160	0.2947501095
1161	0.2947465255
1162	0.2947414571
1163	0.2947356082
1164	0.2947302981
1165	0.2947265078
1166	0.2947230564
1167	0.2947186579
1168	0.2947148264
1169	0.2947077121
1170	0.2947051337
1171	0.2947008332
1172	0.2946956416
1173	0.2946915898
1174	0.2946871359
1175	0.2946832858
1176	0.2946786883
1177	0.2946742458
1178	0.2946695169
1179	0.2946654179
1180	0.2946610654
1181	0.2946563196
1182	0.2946468077
1183	0.294643213
1184	0.2946358362
1185	0.2946296403
1186	0.2946252804
1187	0.2946219256
1188	0.294617698
1189	0.2946129451
1190	0.2946099253
1191	0.2946061279
1192	0.2946009793
1193	0.2945974508
1194	0.2945916
1195	0.2945885365
1196	0.2945835668
1197	0.2945777558
1198	0.2945737005
1199	0.2945700066
1200	0.2945642851
1201	0.2945609223
1202	0.2945569391
1203	0.2945539333
1204	0.2945486023
1205	0.2945454081
1206	0.2945418423
1207	0.2945379652
1208	0.2945332791
1209	0.2945295553
1210	0.2945268968
1211	0.2945238662
1212	0.2945203005
1213	0.2945170588
1214	0.294514485
1215	0.2945103005
1216	0.2945063479
1217	0.2945030689
1218	0.2944977765
1219	0.2944939417
1220	0.2944897145
1221	0.2944868166
1222	0.2944834186
1223	0.2944797204
1224	0.2944767889
1225	0.2944735519
1226	0.2944700331
1227	0.2944653901
1228	0.2944579554
1229	0.2944546087
1230	0.2944510632
1231	0.2944471334
1232	0.2944432753
1233	0.2944400238
1234	0.2944364926
1235	0.2944330046
1236	0.2944293014
1237	0.2944252356
1238	0.2944220068
1239	0.294417793
1240	0.2944116443
1241	0.2944088628
1242	0.2944059134
1243	0.2944026784
1244	0.294395881
1245	0.2943894367
1246	0.2943841248
1247	0.2943800467
1248	0.2943753442
1249	0.2943704096
1250	0.2943664281
1251	0.2943635745
1252	0.2943606204
1253	0.2943572518
1254	0.2943550075
1255	0.2943519257
1256	0.2943487223
1257	0.294345146
1258	0.2943423049
1259	0.2943391824
1260	0.2943318512
1261	0.2943271465
1262	0.2943242538
1263	0.2943216514
1264	0.2943191537
1265	0.294315137
1266	0.2943116252
1267	0.2943068919
1268	0.2943032553
1269	0.2942997735
1270	0.2942965357
1271	0.2942918371
1272	0.2942891151
1273	0.2942850306
1274	0.2942806569
1275	0.2942749189
1276	0.2942681251
1277	0.2942647057
1278	0.2942613017
1279	0.2942572725
1280	0.2942546984
1281	0.2942509058
1282	0.2942485455
1283	0.2942446956
1284	0.2942410722
1285	0.29423812
1286	0.2942349789
1287	0.2942301308
1288	0.2942262669
1289	0.2942221295
1290	0.2942187809
1291	0.2942138956
1292	0.2942108031
1293	0.2942049671
1294	0.2942016783
1295	0.294196943
1296	0.2941928322
1297	0.2941893591
1298	0.2941853158
1299	0.2941823522
1300	0.2941801973
1301	0.2941772348
1302	0.2941733436
1303	0.294168296
1304	0.2941651306
1305	0.2941615869
1306	0.294158413
1307	0.2941551113
1308	0.2941519082
1309	0.2941481444
1310	0.2941447019
1311	0.294141442
1312	0.2941370566
1313	0.2941343486
1314	0.2941319736
1315	0.2941284955
1316	0.2941255847
1317	0.2941226533
1318	0.2941202891
1319	0.2941164558
1320	0.2941116619
1321	0.2941087034
1322	0.294105088
1323	0.2941022057
1324	0.2940993256
1325	0.2940954737
1326	0.2940924158
1327	0.2940898083
1328	0.2940847176
1329	0.2940817367
1330	0.2940765928
1331	0.2940734535
1332	0.2940704898
1333	0.2940653248
1334	0.2940620783
1335	0.2940583477
1336	0.2940549887
1337	0.2940509481
1338	0.2940481263
1339	0.2940442338
1340	0.2940411932
1341	0.2940387204
1342	0.2940347226
1343	0.2940310393
1344	0.2940281961
1345	0.294025201
1346	0.2940202889
1347	0.294016176
1348	0.294012474
1349	0.2940091685
1350	0.2940055814
1351	0.2940026605
1352	0.2939989895
1353	0.2939941699
1354	0.2939901495
1355	0.293986123
1356	0.2939842311
1357	0.2939800938
1358	0.293976377
1359	0.2939728495
1360	0.2939698009
1361	0.2939657718
1362	0.2939631301
1363	0.2939583075
1364	0.2939556677
1365	0.2939523709
1366	0.2939490016
1367	0.2939456512
1368	0.2939410251
1369	0.2939381552
1370	0.2939338821
1371	0.2939311269
1372	0.2939274616
1373	0.2939233932
1374	0.2939198517
1375	0.2939160016
1376	0.2939118887
1377	0.2939094357
1378	0.2939033755
1379	0.2938996449
1380	0.2938959901
1381	0.2938924504
1382	0.2938893317
1383	0.2938840973
1384	0.2938815677
1385	0.2938782416
1386	0.2938741204
1387	0.2938702848
1388	0.2938664713
1389	0.2938632603
1390	0.2938598805
1391	0.2938545046
1392	0.2938499826
1393	0.2938478624
1394	0.2938436326
1395	0.2938408105
1396	0.2938368741
1397	0.2938333902
1398	0.2938302996
1399	0.2938268215
1400	0.2938226367
1401	0.2938206728
1402	0.293816921
1403	0.2938136998
1404	0.2938097964
1405	0.2938057369
1406	0.2938024908
1407	0.2937992406
1408	0.2937963885
1409	0.2937932365
1410	0.293789984
1411	0.2937868062
1412	0.2937830423
1413	0.2937752224
1414	0.2937718165
1415	0.2937672886
1416	0.2937621485
1417	0.2937583151
1418	0.2937548064
1419	0.2937523167
1420	0.2937492748
1421	0.2937466637
1422	0.2937424849
1423	0.2937380353
1424	0.2937341852
1425	0.2937313773
1426	0.2937249612
1427	0.2937175096
1428	0.2937146438
1429	0.2937119115
1430	0.2937072466
1431	0.2937045717
1432	0.2937010149
1433	0.2936979409
1434	0.2936939001
1435	0.2936908634
1436	0.2936879763
1437	0.2936845455
1438	0.2936821521
1439	0.2936786513
1440	0.2936754095
1441	0.2936719068
1442	0.2936681854
1443	0.2936655844
1444	0.2936623162
1445	0.293659015
1446	0.2936549365
1447	0.2936517587
1448	0.293646648
1449	0.2936425688
1450	0.2936390332
1451	0.2936324898
1452	0.2936294391
1453	0.2936264688
1454	0.2936228222
1455	0.2936189711
1456	0.2936158054
1457	0.2936120252
1458	0.2936086355
1459	0.2936052073
1460	0.2936018651
1461	0.2935990884
1462	0.2935944672
1463	0.2935915772
1464	0.2935875874
1465	0.2935844851
1466	0.2935812339
1467	0.2935777105
1468	0.2935741975
1469	0.2935685827
1470	0.2935663978
1471	0.293561539
1472	0.2935595938
1473	0.2935552511
1474	0.2935525989
1475	0.2935499655
1476	0.2935461875
1477	0.293543866
1478	0.2935408849
1479	0.2935369826
1480	0.2935337141
1481	0.2935289305
1482	0.2935254423
1483	0.2935218758
1484	0.2935175828
1485	0.2935136857
1486	0.2935114423
1487	0.2935087984
1488	0.2935056285
1489	0.293503324
1490	0.2934976249
1491	0.2934938524
1492	0.293490609
1493	0.2934874599
1494	0.2934839925
1495	0.2934791618
1496	0.2934762117
1497	0.2934729208
1498	0.2934660514
1499	0.2934621032
1500	0.2934595498
1501	0.2934559913
1502	0.2934519852
1503	0.2934491133
1504	0.293445173
1505	0.2934423979
1506	0.2934395171
1507	0.2934357324
1508	0.2934330737
1509	0.2934305405
1510	0.2934277698
1511	0.2934252288
1512	0.2934218909
