iter	Logloss
1513	0.2934190168
1514	0.2934159647
1515	0.293411608
1516	0.2934075216
1517	0.2934018412
1518	0.2933984033
1519	0.2933946112
1520	0.2933918423
1521	0.2933883987
1522	0.2933853538
1523	0.2933805897
1524	0.2933761454
1525	0.2933731768
1526	0.2933678843
1527	0.2933635417
1528	0.2933590125
1529	0.2933561227
1530	0.2933527412
1531	0.2933500173
1532	0.2933471576
1533	0.29334329
1534	0.2933392449
1535	0.2933357899
1536	0.2933319778
1537	0.2933271356
1538	0.2933240724
1539	0.293320909
1540	0.2933171867
1541	0.2933134271
1542	0.293311093
1543	0.2933073167
1544	0.2933048052
1545	0.2933019354
1546	0.2932990533
1547	0.2932960067
1548	0.2932931883
1549	0.2932888983
1550	0.293285833
1551	0.293282546
1552	0.2932772966
1553	0.2932735646
1554	0.2932711179
1555	0.2932659741
1556	0.2932620496
1557	0.293259309
1558	0.2932528357
1559	0.2932499149
1560	0.2932445487
1561	0.2932407579
1562	0.2932381011
1563	0.2932342237
1564	0.2932312632
1565	0.2932280379
1566	0.2932252841
1567	0.2932220525
1568	0.2932188687
1569	0.293216196
1570	0.2932138105
1571	0.2932104123
1572	0.2932067987
1573	0.2932042018
1574	0.2932014072
1575	0.2931990741
1576	0.2931962082
1577	0.293192781
1578	0.2931875815
1579	0.2931849683
1580	0.2931809808
1581	0.2931781604
1582	0.2931751849
1583	0.293171604
1584	0.2931659073
1585	0.2931634774
1586	0.2931605719
1587	0.2931571855
1588	0.2931537856
1589	0.2931512607
1590	0.2931485304
1591	0.2931426856
1592	0.293138597
1593	0.2931357382
1594	0.2931317491
1595	0.2931266299
1596	0.2931239783
1597	0.2931168843
1598	0.2931141665
1599	0.2931101358
1600	0.2931069638
1601	0.2931031144
1602	0.2930998581
1603	0.293096487
1604	0.2930907901
1605	0.2930884449
1606	0.2930849055
1607	0.2930820051
1608	0.2930801587
1609	0.2930766949
1610	0.2930734161
1611	0.2930704084
1612	0.2930653684
1613	0.2930629925
1614	0.2930594078
1615	0.2930562085
1616	0.2930517711
1617	0.2930482891
1618	0.2930452836
1619	0.2930409447
1620	0.293036722
1621	0.2930332366
1622	0.2930294741
1623	0.2930265955
1624	0.293023679
1625	0.2930195373
1626	0.2930164502
1627	0.2930134064
1628	0.2930103417
1629	0.2930067338
1630	0.2930035393
1631	0.2929988204
1632	0.292996013
1633	0.2929938835
1634	0.2929913627
1635	0.2929884122
1636	0.2929841608
1637	0.2929815046
1638	0.2929795939
1639	0.2929769038
1640	0.292974725
1641	0.2929718757
1642	0.2929679252
1643	0.2929620312
1644	0.2929568521
1645	0.292953824
1646	0.2929498732
1647	0.2929423685
1648	0.2929390777
1649	0.2929363604
1650	0.29293217
1651	0.2929300132
1652	0.2929253515
1653	0.2929212661
1654	0.2929183186
1655	0.292914599
1656	0.2929113778
1657	0.2929076515
1658	0.2929008576
1659	0.292897813
1660	0.2928922922
1661	0.2928901331
1662	0.2928848737
1663	0.2928821801
1664	0.2928782522
1665	0.2928738687
1666	0.2928700954
1667	0.2928661679
1668	0.2928622996
1669	0.2928589526
1670	0.2928552312
1671	0.2928521175
1672	0.2928484956
1673	0.2928450503
1674	0.2928424559
1675	0.292840422
1676	0.2928366357
1677	0.2928315899
1678	0.2928289479
1679	0.2928247839
1680	0.2928199232
1681	0.2928158801
1682	0.2928133943
1683	0.2928095579
1684	0.2928068829
1685	0.2928027906
1686	0.2927979568
1687	0.2927935523
1688	0.292790296
1689	0.2927867521
1690	0.2927821891
1691	0.2927792041
1692	0.2927747109
1693	0.2927694787
1694	0.2927666195
1695	0.292763528
1696	0.2927599802
1697	0.2927572828
1698	0.2927546798
1699	0.292752151
1700	0.2927492131
1701	0.292746053
1702	0.2927425627
1703	0.2927384972
1704	0.2927365191
1705	0.2927333893
1706	0.292729691
1707	0.2927270144
1708	0.2927231314
1709	0.2927202101
1710	0.2927164756
1711	0.2927108269
1712	0.2927080338
1713	0.2927049976
1714	0.292702161
1715	0.2926992826
1716	0.2926948694
1717	0.2926910195
1718	0.2926880827
1719	0.2926845507
1720	0.2926815172
1721	0.2926778174
1722	0.2926754386
1723	0.2926715598
1724	0.2926695193
1725	0.2926659773
1726	0.2926634548
1727	0.2926614715
1728	0.2926578497
1729	0.2926536384
1730	0.292650515
1731	0.2926466693
1732	0.2926437855
1733	0.2926410921
1734	0.2926382339
1735	0.2926355379
1736	0.2926325284
1737	0.2926291963
1738	0.2926267748
1739	0.2926241878
1740	0.2926187767
1741	0.2926157608
1742	0.2926136098
1743	0.29261036
1744	0.2926054143
1745	0.2926032873
1746	0.2925991415
1747	0.2925947495
1748	0.2925919045
1749	0.2925895893
1750	0.2925846373
1751	0.2925809209
1752	0.2925783909
1753	0.2925753951
1754	0.2925715556
1755	0.2925690008
1756	0.2925656578
1757	0.292563749
1758	0.292560166
1759	0.2925579096
1760	0.2925546932
1761	0.2925520761
1762	0.2925462951
1763	0.2925438282
1764	0.2925406951
1765	0.2925369257
1766	0.2925328048
1767	0.2925303293
1768	0.2925279794
1769	0.2925250167
1770	0.2925218256
1771	0.292518899
1772	0.2925157084
1773	0.2925121379
1774	0.2925074888
1775	0.2925047255
1776	0.2925023391
1777	0.2924995776
1778	0.2924970713
1779	0.2924935095
1780	0.2924893764
1781	0.2924865947
1782	0.2924833856
1783	0.2924803577
1784	0.2924760457
1785	0.2924731034
1786	0.2924705011
1787	0.2924674051
1788	0.2924631012
1789	0.292459822
1790	0.2924562047
1791	0.292453703
1792	0.2924490752
1793	0.292446121
1794	0.2924430271
1795	0.292439902
1796	0.2924365658
1797	0.2924333792
1798	0.2924311237
1799	0.2924271318
1800	0.2924234567
1801	0.2924200318
1802	0.2924165869
1803	0.2924133064
1804	0.2924089205
1805	0.292403649
1806	0.2924004894
1807	0.292397626
1808	0.2923952799
1809	0.2923905816
1810	0.2923868694
1811	0.2923809983
1812	0.2923783383
1813	0.2923750576
1814	0.2923717994
1815	0.2923679807
1816	0.2923644907
1817	0.2923612041
1818	0.2923579624
1819	0.2923534939
1820	0.292351176
1821	0.292347055
1822	0.292343729
1823	0.2923391702
1824	0.292335892
1825	0.2923324345
1826	0.2923302205
1827	0.2923273159
1828	0.2923233162
1829	0.2923196202
1830	0.2923163684
1831	0.2923120473
1832	0.2923100297
1833	0.292305393
1834	0.2923023944
1835	0.2922994855
1836	0.2922967388
1837	0.2922938794
1838	0.292290169
1839	0.2922873467
1840	0.2922843841
1841	0.2922802915
1842	0.2922778097
1843	0.2922751016
1844	0.2922721339
1845	0.2922694655
1846	0.2922664514
1847	0.2922638997
1848	0.2922618909
1849	0.2922582654
1850	0.2922554144
1851	0.2922528786
1852	0.2922500377
1853	0.2922466376
1854	0.292243283
1855	0.2922403143
1856	0.2922371181
1857	0.2922332475
1858	0.2922301552
1859	0.2922259253
1860	0.2922240966
1861	0.2922211216
1862	0.2922183401
1863	0.2922149484
1864	0.2922117216
1865	0.2922092215
1866	0.2922063144
1867	0.2922033274
1868	0.2921998267
1869	0.2921957485
1870	0.2921923794
1871	0.2921862351
1872	0.2921833979
1873	0.2921812677
1874	0.2921779226
1875	0.2921751211
1876	0.2921725598
1877	0.2921694599
1878	0.2921662456
1879	0.29216356
1880	0.2921613613
1881	0.2921584753
1882	0.2921553915
1883	0.2921522135
1884	0.2921490969
1885	0.2921462188
1886	0.2921434152
1887	0.2921398508
1888	0.2921366849
1889	0.2921334084
1890	0.2921309263
1891	0.292127263
1892	0.2921248308
1893	0.292122534
1894	0.2921203121
1895	0.2921179181
1896	0.2921152001
1897	0.2921114508
1898	0.2921083913
1899	0.2921059137
1900	0.2921029169
1901	0.2920988206
1902	0.2920965828
1903	0.2920935513
1904	0.2920897365
1905	0.2920862831
1906	0.2920838795
1907	0.2920814555
1908	0.2920778932
1909	0.2920749858
1910	0.2920723453
1911	0.29206897
1912	0.2920654839
1913	0.2920620592
1914	0.2920585707
1915	0.2920537676
1916	0.2920488492
1917	0.2920462855
1918	0.2920427621
1919	0.2920400952
1920	0.292035699
1921	0.2920328103
1922	0.292030666
1923	0.2920274326
1924	0.2920247316
1925	0.292021539
1926	0.292018951
1927	0.2920161939
1928	0.2920137905
1929	0.2920118038
1930	0.2920097336
1931	0.292006665
1932	0.292004315
1933	0.2920008019
1934	0.291997887
1935	0.2919940894
1936	0.2919911141
1937	0.2919885417
1938	0.2919851466
1939	0.291981932
1940	0.2919793516
1941	0.2919774199
1942	0.2919732988
1943	0.2919711007
1944	0.2919660489
1945	0.2919634586
1946	0.2919592115
1947	0.2919549672
1948	0.2919522448
1949	0.2919477829
1950	0.2919451958
1951	0.2919425423
1952	0.2919396992
1953	0.2919376793
1954	0.2919351432
1955	0.2919330376
1956	0.2919290498
1957	0.2919263855
1958	0.2919238996
1959	0.2919204893
1960	0.291917989
1961	0.2919154209
1962	0.2919122716
1963	0.291909065
1964	0.2919055065
1965	0.2919025607
1966	0.2919000503
1967	0.291897838
1968	0.2918948719
1969	0.2918907585
1970	0.2918853297
1971	0.2918833573
1972	0.2918810965
1973	0.2918787752
1974	0.2918762239
1975	0.2918735141
1976	0.2918719611
1977	0.291868029
1978	0.2918652638
1979	0.2918622333
1980	0.2918594614
1981	0.2918568274
1982	0.2918531959
1983	0.2918480269
1984	0.2918426239
1985	0.2918396123
1986	0.2918365968
1987	0.2918331915
1988	0.2918292496
1989	0.2918259846
1990	0.29182384
1991	0.2918204828
1992	0.291817609
1993	0.2918142939
1994	0.2918107521
1995	0.2918081007
1996	0.2918055181
1997	0.2918035953
1998	0.2917996014
1999	0.2917962896
2000	0.2917925281
2001	0.2917895347
2002	0.2917864468
2003	0.2917830344
2004	0.2917796426
2005	0.2917762509
2006	0.2917721026
2007	0.2917698263
2008	0.2917669846
2009	0.2917636319
2010	0.291761033
2011	0.2917578013
2012	0.2917565194
2013	0.2917542512
2014	0.2917508637
2015	0.2917479341
2016	0.291742077
2017	0.2917386179
2018	0.2917360745
2019	0.2917338436
2020	0.2917301069
2021	0.291726401
2022	0.2917235801
2023	0.2917204433
2024	0.2917171672
2025	0.2917145374
2026	0.291711511
2027	0.2917089042
2028	0.2917059428
2029	0.2917036274
2030	0.2916996295
2031	0.2916962214
2032	0.2916930228
2033	0.2916904014
2034	0.2916868145
2035	0.2916829912
2036	0.2916799913
2037	0.2916762154
2038	0.2916717283
2039	0.2916688726
2040	0.2916651931
2041	0.2916620952
2042	0.2916593817
2043	0.291656475
2044	0.2916534369
2045	0.2916513556
2046	0.2916485144
2047	0.2916453708
2048	0.2916416111
2049	0.2916381249
2050	0.2916343874
2051	0.291632735
2052	0.291629982
2053	0.2916274346
2054	0.2916250432
2055	0.2916227525
2056	0.2916204344
2057	0.2916175586
2058	0.2916144359
2059	0.2916115186
2060	0.2916075351
2061	0.2916042892
2062	0.2916014852
2063	0.2915986744
2064	0.2915955498
2065	0.2915921949
2066	0.2915896307
2067	0.2915868652
2068	0.2915836103
2069	0.2915806994
2070	0.2915772909
2071	0.2915744169
2072	0.291570331
2073	0.291567459
2074	0.2915646807
2075	0.2915621354
2076	0.2915588484
2077	0.2915557949
2078	0.2915533562
2079	0.2915515265
2080	0.2915489031
2081	0.2915460878
2082	0.2915433328
2083	0.2915403739
2084	0.291536372
2085	0.2915339292
2086	0.2915311248
2087	0.2915276599
2088	0.2915248431
2089	0.2915229122
2090	0.2915200284
2091	0.2915173742
2092	0.2915152439
2093	0.2915117757
2094	0.291507934
2095	0.2915054067
2096	0.2915025775
2097	0.291500747
2098	0.2914963304
2099	0.2914932522
2100	0.2914913396
2101	0.2914884342
2102	0.2914841833
2103	0.291480871
2104	0.2914777252
2105	0.2914748694
2106	0.2914723667
2107	0.2914701608
2108	0.2914683242
2109	0.2914655388
2110	0.2914613418
2111	0.2914585665
2112	0.2914562104
2113	0.2914535137
2114	0.2914510526
2115	0.2914485888
2116	0.291446818
2117	0.2914439664
2118	0.2914410635
2119	0.2914380991
2120	0.2914357797
2121	0.2914333581
2122	0.2914309447
2123	0.2914285419
2124	0.2914257
2125	0.2914230456
2126	0.2914187435
2127	0.2914170739
2128	0.2914143866
2129	0.2914103333
2130	0.2914076932
2131	0.291404073
2132	0.2914006625
2133	0.2913983662
2134	0.2913935898
2135	0.2913909012
2136	0.2913885878
2137	0.2913845196
2138	0.2913823313
2139	0.2913802133
2140	0.2913771914
2141	0.2913748078
2142	0.2913713664
2143	0.2913685435
2144	0.2913657342
2145	0.2913634292
2146	0.2913613137
2147	0.2913590291
2148	0.2913561202
2149	0.2913515531
2150	0.2913481085
2151	0.2913447267
2152	0.2913417197
2153	0.2913398111
2154	0.2913363395
2155	0.2913342194
2156	0.2913300493
2157	0.2913262327
2158	0.2913235559
2159	0.2913180362
2160	0.2913147173
2161	0.291312505
2162	0.2913093433
2163	0.2913069166
2164	0.2913050894
2165	0.2913024154
2166	0.2912993314
2167	0.2912973528
2168	0.2912939882
2169	0.2912915828
2170	0.2912880177
2171	0.2912862942
2172	0.2912836981
2173	0.2912794496
2174	0.2912764294
2175	0.2912735144
2176	0.2912715474
2177	0.2912681368
2178	0.2912654867
2179	0.291263794
2180	0.2912619594
2181	0.2912585794
2182	0.2912565908
2183	0.2912519358
2184	0.2912492157
2185	0.2912451009
2186	0.2912421407
2187	0.2912381569
2188	0.2912342169
2189	0.2912309682
2190	0.2912279087
2191	0.2912247311
2192	0.2912220193
2193	0.2912197655
2194	0.2912166573
2195	0.2912134685
2196	0.2912105599
2197	0.2912090643
2198	0.2912064787
2199	0.2912034385
2200	0.2912003534
2201	0.291196997
2202	0.2911953508
2203	0.2911917858
2204	0.2911898342
2205	0.2911871822
2206	0.291184608
2207	0.2911812307
2208	0.2911781797
2209	0.2911761479
2210	0.2911713242
2211	0.2911679099
2212	0.2911654215
2213	0.2911630115
2214	0.2911605258
2215	0.2911583268
2216	0.2911550429
2217	0.2911495678
2218	0.2911469812
2219	0.2911433675
2220	0.2911395604
2221	0.2911359999
2222	0.2911332959
2223	0.2911313038
2224	0.2911275749
2225	0.2911250849
2226	0.2911215616
2227	0.2911175921
2228	0.2911150754
2229	0.2911120658
2230	0.2911099439
2231	0.2911074187
2232	0.2911043349
2233	0.2911012674
2234	0.2910990657
2235	0.2910963207
2236	0.2910912837
2237	0.2910886665
2238	0.291085549
2239	0.2910832795
2240	0.2910811776
2241	0.2910788782
2242	0.2910764272
2243	0.2910747611
2244	0.2910714558
2245	0.2910690796
2246	0.2910663472
2247	0.2910611824
2248	0.2910582289
2249	0.2910545107
2250	0.2910499991
2251	0.291047458
2252	0.2910446518
2253	0.291042663
2254	0.2910407252
2255	0.2910373493
2256	0.2910355983
2257	0.2910334638
2258	0.2910293422
2259	0.2910273232
2260	0.2910244014
2261	0.2910211617
2262	0.291018302
2263	0.2910161309
2264	0.2910133157
2265	0.2910107582
2266	0.2910073987
2267	0.2910048737
2268	0.2910015318
2269	0.2909992123
2270	0.2909941916
2271	0.2909913478
2272	0.2909882995
2273	0.2909856428
2274	0.2909833931
2275	0.2909794594
2276	0.2909762914
2277	0.2909739576
2278	0.290971197
2279	0.2909679038
2280	0.2909652097
2281	0.2909638249
2282	0.2909601407
2283	0.2909568644
2284	0.2909543887
2285	0.2909526434
2286	0.2909495796
2287	0.2909456825
2288	0.2909423499
2289	0.2909401062
2290	0.2909357777
2291	0.2909323879
2292	0.2909304482
2293	0.2909281411
2294	0.2909255852
2295	0.2909231794
2296	0.2909199067
2297	0.2909178484
2298	0.2909152293
2299	0.2909115524
2300	0.2909091302
2301	0.2909069486
2302	0.2909043515
2303	0.2909013271
2304	0.2908989852
2305	0.2908954952
2306	0.290892003
2307	0.2908898707
2308	0.2908876806
2309	0.2908848881
2310	0.2908809581
2311	0.2908792234
2312	0.290876333
2313	0.2908742312
2314	0.2908706503
2315	0.2908681193
2316	0.2908645688
2317	0.2908621856
2318	0.2908599271
2319	0.2908559253
2320	0.2908538267
2321	0.2908511437
2322	0.29084857
2323	0.2908458789
2324	0.2908420971
2325	0.2908398433
2326	0.2908362688
2327	0.2908338053
2328	0.2908317675
2329	0.2908289447
2330	0.2908261366
2331	0.2908221533
2332	0.2908202539
2333	0.290816916
2334	0.2908146706
2335	0.2908102804
2336	0.2908076941
2337	0.2908048302
2338	0.2908026913
2339	0.2908002752
2340	0.290796595
2341	0.290794705
2342	0.2907923792
2343	0.2907899241
2344	0.2907859969
2345	0.2907836073
2346	0.2907817433
2347	0.2907788835
2348	0.2907765127
2349	0.2907744259
2350	0.2907696597
2351	0.2907661578
2352	0.290763146
2353	0.2907598731
2354	0.290757835
2355	0.2907547377
2356	0.2907517336
2357	0.2907495833
2358	0.2907474076
2359	0.2907453388
2360	0.2907427111
2361	0.2907400551
2362	0.2907376471
2363	0.2907354797
2364	0.2907322852
2365	0.2907301781
2366	0.2907278629
2367	0.2907251513
2368	0.290723251
2369	0.2907201033
2370	0.2907168162
2371	0.2907141451
2372	0.290711608
2373	0.2907074093
2374	0.2907035529
2375	0.2906997791
2376	0.2906975405
2377	0.2906942421
2378	0.2906907846
2379	0.2906880437
2380	0.2906852243
2381	0.2906828534
2382	0.2906803824
2383	0.2906779025
2384	0.2906757013
2385	0.2906734334
2386	0.290670925
2387	0.2906680286
2388	0.2906650617
2389	0.2906611071
2390	0.2906574583
2391	0.290654419
2392	0.2906495192
2393	0.2906468773
2394	0.2906446812
2395	0.2906419053
2396	0.290638708
2397	0.2906357799
2398	0.2906335094
2399	0.2906306127
2400	0.2906273363
2401	0.2906242404
2402	0.290620397
2403	0.2906183343
2404	0.2906151218
2405	0.290611878
2406	0.2906084701
2407	0.2906056206
2408	0.2906032481
2409	0.2905937156
2410	0.2905909135
2411	0.2905877097
2412	0.2905839117
2413	0.2905810087
2414	0.2905778986
2415	0.2905744613
2416	0.2905716421
2417	0.2905695422
2418	0.290567533
2419	0.2905647699
2420	0.2905622922
2421	0.2905601081
2422	0.2905576531
2423	0.2905557422
2424	0.2905521919
2425	0.2905489861
2426	0.2905464078
2427	0.2905431237
2428	0.2905407655
2429	0.290538068
2430	0.2905353602
2431	0.290533336
2432	0.2905297618
2433	0.2905261974
2434	0.2905229537
2435	0.2905196699
2436	0.2905125311
2437	0.2905107911
2438	0.2905079166
2439	0.2905050241
2440	0.2905027991
2441	0.2904997132
2442	0.2904966008
2443	0.2904941561
2444	0.2904907504
2445	0.2904885706
2446	0.2904858691
2447	0.2904832263
2448	0.2904803797
2449	0.2904778446
2450	0.290474901
2451	0.2904710608
2452	0.2904677477
2453	0.2904658638
2454	0.2904628691
2455	0.2904604142
2456	0.290458301
2457	0.2904557734
2458	0.2904530575
2459	0.2904507051
2460	0.2904484319
2461	0.2904465045
2462	0.2904441872
2463	0.2904420219
2464	0.2904395738
2465	0.2904356603
2466	0.2904333081
2467	0.2904314304
2468	0.2904285528
2469	0.2904261869
2470	0.2904232923
2471	0.2904208496
2472	0.2904175891
2473	0.2904148108
2474	0.2904120714
2475	0.290408821
2476	0.2904059304
2477	0.2904037131
2478	0.2904004821
2479	0.2903984829
2480	0.2903939727
2481	0.2903922757
2482	0.290389556
2483	0.290386725
2484	0.290383496
2485	0.2903785509
2486	0.2903751263
2487	0.2903722358
2488	0.2903705222
2489	0.2903678452
2490	0.2903652568
2491	0.2903621262
2492	0.2903596407
2493	0.2903566145
2494	0.2903541882
2495	0.2903519892
2496	0.2903485543
2497	0.2903461972
2498	0.2903428259
2499	0.2903406195
2500	0.2903371846
2501	0.2903349168
2502	0.290333031
2503	0.2903296144
2504	0.2903265841
2505	0.2903240261
2506	0.2903212891
2507	0.2903176552
2508	0.2903148235
2509	0.2903128864
2510	0.2903098132
2511	0.2903075793
2512	0.2903043806
2513	0.2903018513
2514	0.2902973503
2515	0.2902933521
2516	0.2902907249
2517	0.2902882165
2518	0.2902840872
2519	0.2902810982
2520	0.2902776736
2521	0.2902740784
2522	0.2902719623
2523	0.2902674505
2524	0.2902640156
2525	0.2902610757
2526	0.2902580392
2527	0.2902551223
2528	0.2902508471
2529	0.2902479069
2530	0.2902455853
2531	0.2902413841
2532	0.2902392414
2533	0.2902366669
2534	0.2902331767
2535	0.2902305739
2536	0.290227714
2537	0.2902255876
2538	0.2902226991
2539	0.2902199092
2540	0.2902174401
2541	0.290211531
2542	0.290209672
2543	0.2902063461
2544	0.2902037594
2545	0.2902010209
2546	0.2901986372
2547	0.2901951902
2548	0.290191797
2549	0.2901891097
2550	0.290186731
2551	0.2901836944
2552	0.2901814794
2553	0.2901792256
2554	0.2901768218
2555	0.2901744446
2556	0.290172234
2557	0.2901693782
2558	0.29016636
2559	0.2901642094
2560	0.2901614912
2561	0.290158258
2562	0.2901549811
2563	0.2901529923
2564	0.2901503048
2565	0.2901485073
2566	0.2901455059
2567	0.290142823
2568	0.2901407297
2569	0.2901387216
2570	0.2901365765
2571	0.2901342055
2572	0.2901323935
2573	0.2901297186
2574	0.2901265406
2575	0.2901239024
2576	0.2901209213
2577	0.2901188854
2578	0.2901151567
2579	0.290112696
2580	0.2901098143
2581	0.2901060794
2582	0.290104055
2583	0.2901019465
2584	0.2900993527
2585	0.2900963693
2586	0.2900941528
2587	0.2900919789
2588	0.2900893908
2589	0.2900872603
2590	0.2900843434
2591	0.290081951
2592	0.2900797316
2593	0.2900779055
2594	0.290075569
2595	0.2900723281
2596	0.2900694993
2597	0.2900660394
2598	0.2900640263
2599	0.2900616839
2600	0.2900590928
2601	0.2900569236
2602	0.2900547561
2603	0.2900521496
2604	0.2900503159
2605	0.2900483293
2606	0.290044933
2607	0.2900419492
2608	0.2900395374
2609	0.2900366616
2610	0.2900328379
2611	0.2900296206
2612	0.2900262997
2613	0.2900234072
2614	0.2900209869
2615	0.2900188442
2616	0.2900156742
2617	0.2900129252
2618	0.2900107127
2619	0.2900078216
2620	0.2900061518
2621	0.2900032695
2622	0.2900006727
2623	0.2899982649
2624	0.2899949246
2625	0.2899922501
2626	0.2899896222
2627	0.2899868836
2628	0.2899828957
2629	0.289980938
2630	0.2899781977
2631	0.2899754138
2632	0.289972482
2633	0.2899694765
2634	0.2899673196
2635	0.2899656284
2636	0.2899632989
2637	0.2899600082
2638	0.2899577856
2639	0.2899549444
2640	0.2899524094
2641	0.2899488369
2642	0.2899460102
2643	0.2899436851
2644	0.2899412058
2645	0.2899390303
2646	0.2899360904
2647	0.2899327029
2648	0.2899293544
2649	0.2899265846
2650	0.2899234315
2651	0.2899201917
2652	0.2899166462
2653	0.2899138648
2654	0.2899114674
2655	0.2899085071
2656	0.2899052606
2657	0.2899028405
2658	0.2899003772
2659	0.2898984315
2660	0.2898961641
2661	0.2898920908
2662	0.2898893339
2663	0.2898868233
2664	0.2898840844
2665	0.2898817192
2666	0.2898791284
2667	0.2898769588
2668	0.289873879
2669	0.2898714457
2670	0.289868772
2671	0.2898659801
2672	0.2898631368
2673	0.2898586647
2674	0.289854417
2675	0.2898523808
2676	0.2898490674
2677	0.2898464911
2678	0.2898435591
2679	0.2898401104
